,cell_id,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high
178,TK489_2,SST,6.1,-0.0429245904861717,0.6872950819672131,-0.051589456537401684,0.003941970276593866,0.0004957168467073771,7.022349042203177e-05
179,TK489_3,SST,0.25,-0.043335,0.95,-0.06257134880078123,0.004478964086524024,0.0006410138231255979,3.3676793590083446e-05
180,TK489_4,SST,0.125,-0.0421534375,1.7700000000000002,-0.060533454445312496,0.004611728512138641,0.0005273520990035453,3.358828648361838e-05
181,TK490_1,EXC,0.35,-0.040802232142857144,1.4642857142857142,-0.06113865857031252,0.004978208855623394,0.0007110463339776045,5.882500795691867e-05
182,TK490_2,SST,3.1,-0.038924411962365596,1.1045698924731184,-0.054523853046874994,0.006237583798188379,0.0007205666715823817,5.709189433118278e-05
183,TK490_3,SST,0.375,-0.040271458333333336,2.436666666666667,-0.056205074373046865,0.005043418558125715,0.0005917547105659865,2.5830744716372606e-05
184,TK490_4,SST,0.5,-0.04053625,1.1025000000000003,-0.059758958863281246,0.005032604809654338,0.0006401256010664061,7.437044762156889e-05
185,TK490_5,SST,0.0,-0.04043541666666666,,-0.06866278462500001,0.006043327511631011,0.0006893440335442109,2.4763445255600388e-05
186,TK491_1,PV,0.05,-0.042909375,1.25,-0.06720609793750001,0.006052870931420214,0.0007410220537674111,4.192725203997745e-05
187,TK491_2,PV,0.025,-0.03888125,1.2,-0.0625780537265625,0.004076345567381566,0.0005401188649690594,3.232567939817516e-05
188,TK491_3,PV,0.15,-0.046335416666666664,2.6666666666666665,-0.06445432590625001,0.005386584368738001,0.0007392272204383148,5.1625912658118975e-05
189,TK494_1,SST,0.1,-0.0386140625,0.7749999999999999,-0.06369268445312501,0.0038609869379611357,0.0004557896843659116,6.33563807908679e-05
